TamArray,NumAsig,NumComp,Tiempo(ns)
90000,"1392903","1717650","1.321707E7"
90000,"1391783","1709381","1.3096213E7"
90000,"1385167","1735967","1.2871064E7"
90000,"1389185","1725989","1.3006596E7"
90000,"1394795","1704041","1.3177717E7"
90000,"1384827","1737600","1.3393364E7"
90000,"1394563","1697398","1.3047597E7"
90000,"1396780","1686935","1.2966889E7"
90000,"1391919","1734550","1.3167436E7"
90000,"1392161","1704840","1.3736181E7"
90000,"1384629","1751845","1.3696182E7"
90000,"1386479","1738326","1.3661817E7"
90000,"1395631","1701787","1.377226E7"
90000,"1389879","1721155","1.4201932E7"
90000,"1391938","1709347","1.4099194E7"
90000,"1397973","1684336","1.4081264E7"
90000,"1389556","1730461","1.4437742E7"
90000,"1395055","1700691","1.4621881E7"
90000,"1382458","1779602","1.2717516E7"
90000,"1394214","1729072","1.2613109E7"
