TamArray,NumAsig,NumComp,Tiempo(ns)
93,"815","730","9544.0"
93,"761","688","8944.0"
93,"714","648","9058.0"
93,"697","659","8655.0"
93,"829","722","8270.0"
93,"750","664","9568.0"
93,"852","732","7809.0"
93,"841","746","8384.0"
93,"759","667","8878.0"
93,"792","676","8931.0"
93,"688","639","9593.0"
93,"697","610","9090.0"
93,"751","704","9398.0"
93,"735","610","9336.0"
93,"738","688","9388.0"
93,"700","598","10018.0"
93,"742","615","9278.0"
93,"847","807","8534.0"
93,"750","685","9928.0"
93,"739","620","8649.0"
