TamArray,NumAsig,NumComp,Tiempo(ns)
53,"444","355","5381.0"
53,"429","330","4821.0"
53,"462","372","3821.0"
53,"390","335","5510.0"
53,"391","342","4906.0"
53,"389","306","4718.0"
53,"455","397","5085.0"
53,"418","321","5189.0"
53,"427","351","4610.0"
53,"426","339","4450.0"
53,"449","374","4572.0"
53,"419","362","5093.0"
53,"404","324","4707.0"
53,"385","319","5240.0"
53,"407","319","4740.0"
53,"449","370","4807.0"
53,"434","379","5121.0"
53,"363","319","5067.0"
53,"375","314","5169.0"
53,"400","351","5396.0"
