TamArray,NumAsig,NumComp,Tiempo(ns)
83,"664","566","6094.0"
83,"717","566","5541.0"
83,"629","610","5934.0"
83,"563","523","6113.0"
83,"647","542","5214.0"
83,"653","590","4994.0"
83,"636","591","5733.0"
83,"633","570","7536.0"
83,"603","508","5989.0"
83,"669","554","5230.0"
83,"627","559","5610.0"
83,"622","541","6717.0"
83,"661","538","7034.0"
83,"630","568","5563.0"
83,"632","540","5183.0"
83,"598","507","7733.0"
83,"640","579","6525.0"
83,"603","565","5787.0"
83,"688","581","5114.0"
83,"637","552","5393.0"
