TamArray,NumAsig,NumComp,Tiempo(ns)
48,"359","287","3910.0"
48,"332","291","5137.0"
48,"338","261","3230.0"
48,"344","272","4605.0"
48,"363","273","3365.0"
48,"342","267","2905.0"
48,"327","275","3393.0"
48,"335","255","2899.0"
48,"298","285","5031.0"
48,"391","307","4190.0"
48,"324","281","4800.0"
48,"351","291","4979.0"
48,"327","252","3992.0"
48,"329","243","5138.0"
48,"355","282","4161.0"
48,"378","302","4593.0"
48,"340","262","4624.0"
48,"365","285","4609.0"
48,"337","282","4508.0"
48,"341","288","3438.0"
