TamArray,NumAsig,NumComp,Tiempo(ns)
38,"252","224","4445.0"
38,"208","149","3063.0"
38,"268","210","4045.0"
38,"307","241","2395.0"
38,"244","196","2725.0"
38,"231","221","3389.0"
38,"261","192","2093.0"
38,"258","204","2324.0"
38,"266","239","2889.0"
38,"214","171","2607.0"
38,"253","213","2463.0"
38,"248","185","3039.0"
38,"295","232","2551.0"
38,"300","231","2041.0"
38,"257","188","1943.0"
38,"282","211","2027.0"
38,"270","215","2626.0"
38,"232","175","2640.0"
38,"289","220","2089.0"
38,"227","163","2474.0"
