TamArray,NumAsig,NumComp,Tiempo(ns)
500000,"8349085","10846192","8.6669438E7"
500000,"8339397","10985782","9.3539017E7"
500000,"8338547","11134601","8.5369678E7"
500000,"8404174","10637596","8.5870663E7"
500000,"8390455","10713958","8.4399728E7"
500000,"8404746","10676731","8.9393103E7"
500000,"8364554","10834370","8.8569601E7"
500000,"8375946","10774614","8.6857203E7"
500000,"8342691","11161568","8.6328112E7"
500000,"8397723","10995603","8.6624613E7"
500000,"8782002","10912002","8.579017E7"
500000,"8398124","10706391","9.4507391E7"
500000,"8356326","10860311","1.02107748E8"
500000,"8355326","10880934","8.9300302E7"
500000,"8417189","10603102","8.6725365E7"
500000,"8413015","10656666","8.574056E7"
500000,"8343128","10953487","8.7564704E7"
500000,"8378544","10751127","8.8759048E7"
500000,"8376188","10773754","8.5611268E7"
500000,"8403168","10643565","8.4547128E7"
