TamArray,NumAsig,NumComp,Tiempo(ns)
43,"273","208","4005.0"
43,"298","243","3419.0"
43,"253","222","2934.0"
43,"315","276","2984.0"
43,"290","248","2894.0"
43,"359","282","2496.0"
43,"258","194","2681.0"
43,"264","239","3325.0"
43,"304","245","3600.0"
43,"306","255","3105.0"
43,"322","263","2630.0"
43,"307","230","2752.0"
43,"340","260","2697.0"
43,"294","223","2475.0"
43,"278","226","2888.0"
43,"313","241","2597.0"
43,"293","217","3588.0"
43,"349","270","3048.0"
43,"333","259","3608.0"
43,"306","241","3178.0"
