TamArray,NumAsig,NumComp,Tiempo(ns)
103,"766","703","10824.0"
103,"838","737","7861.0"
103,"830","781","9459.0"
103,"777","700","7616.0"
103,"752","697","7457.0"
103,"774","656","6678.0"
103,"774","692","8723.0"
103,"795","707","10455.0"
103,"799","662","9955.0"
103,"823","768","8138.0"
103,"873","759","7507.0"
103,"847","736","7072.0"
103,"809","702","6720.0"
103,"865","778","7092.0"
103,"859","758","7299.0"
103,"859","725","9522.0"
103,"791","713","8563.0"
103,"830","736","51598.0"
103,"810","690","9991.0"
103,"870","808","7428.0"
