TamArray,NumAsig,NumComp,Tiempo(ns)
100000,"1514988","1907233","1.6033767E7"
100000,"1510651","1857801","1.6106447E7"
100000,"1507534","1882244","1.5196726E7"
100000,"1513721","1857469","1.5297847E7"
100000,"1507026","1897626","1.4850792E7"
100000,"1513374","1866993","1.5199901E7"
100000,"1514628","1858119","1.5570901E7"
100000,"1508575","1881512","1.5066624E7"
100000,"1506622","1897720","1.4737534E7"
100000,"1503845","1908493","1.4646479E7"
100000,"1520373","1890717","1.6226714E7"
100000,"1508926","1887716","1.5871432E7"
100000,"1503356","1927832","1.4928379E7"
100000,"1510415","1881642","1.4618381E7"
100000,"1512526","1860434","1.5057237E7"
100000,"1500364","1935453","1.487222E7"
100000,"1511020","1861001","1.5753614E7"
100000,"1509422","1881295","1.5965559E7"
100000,"1500092","1949112","1.5149187E7"
100000,"1504600","1918056","1.4810037E7"
