700000,"11646171","15965266","1.04600984E8"
700000,"11651466","15955356","1.04107263E8"
700000,"11660412","16073268","1.06885562E8"
700000,"11653422","15987407","1.05158979E8"
700000,"11703534","15676014","1.02774076E8"
700000,"11569485","16516593","1.07250473E8"
700000,"11662326","15845064","1.02188332E8"
700000,"11620266","16122821","1.05065794E8"
700000,"11714619","15684882","1.30852428E8"
700000,"11620023","16251181","1.13471091E8"
700000,"11627523","16372771","1.09949049E8"
700000,"11674755","15827243","1.11986849E8"
700000,"11699820","15768557","1.10649028E8"
700000,"11741805","15552214","1.10116549E8"
700000,"11695143","15766643","1.10707221E8"
700000,"11562630","16585519","1.10037401E8"
700000,"11646660","15977202","1.08165354E8"
700000,"11664255","15976916","1.10865578E8"
700000,"11556882","16665066","1.10222358E8"
700000,"11670108","16420050","1.09309326E8"
