TamArray,NumAsig,NumComp,Tiempo(ns)
48,"342","324","17383.0"
48,"216","231","20366.0"
48,"345","315","40987.0"
48,"348","303","12333.0"
48,"363","314","17279.0"
48,"348","326","13503.0"
48,"327","306","17373.0"
48,"333","363","22875.0"
48,"303","281","15809.0"
48,"270","272","14804.0"
48,"312","313","31173.0"
48,"333","291","25546.0"
48,"285","288","16474.0"
48,"258","269","14706.0"
48,"321","312","31368.0"
48,"321","320","19361.0"
48,"333","307","27273.0"
48,"336","340","12917.0"
48,"333","308","17004.0"
48,"339","318","17390.0"
