TamArray,NumAsig,NumComp,Tiempo(ns)
98,"753","775","63122.0"
98,"744","749","52903.0"
98,"738","720","45356.0"
98,"792","782","48421.0"
98,"807","757","52756.0"
98,"717","781","50740.0"
98,"807","768","48724.0"
98,"762","713","50860.0"
98,"735","709","52034.0"
98,"735","749","54337.0"
98,"789","831","50874.0"
98,"672","699","49176.0"
98,"747","754","41987.0"
98,"666","706","40252.0"
98,"714","849","60458.0"
98,"678","767","41995.0"
98,"765","787","45597.0"
98,"795","757","44658.0"
98,"762","775","48247.0"
98,"756","772","47469.0"
