TamArray,NumAsig,NumComp,Tiempo(ns)
88,"648","669","42798.0"
88,"666","665","41910.0"
88,"564","652","37369.0"
88,"672","681","48375.0"
88,"633","628","39217.0"
88,"645","655","51042.0"
88,"654","694","39572.0"
88,"657","625","39328.0"
88,"693","646","41616.0"
88,"639","698","40163.0"
88,"705","660","54386.0"
88,"600","713","41868.0"
88,"636","627","37824.0"
88,"729","686","44100.0"
88,"648","673","39122.0"
88,"624","710","43883.0"
88,"699","659","43468.0"
88,"672","702","63265.0"
88,"675","694","66713.0"
88,"693","691","56467.0"
