TamArray,NumAsig,NumComp,Tiempo(ns)
68,"435","490","33594.0"
68,"504","510","36496.0"
68,"456","472","32340.0"
68,"492","502","32712.0"
68,"513","499","33684.0"
68,"480","461","30348.0"
68,"516","497","32232.0"
68,"540","494","49380.0"
68,"417","468","26304.0"
68,"483","484","34459.0"
68,"453","425","1041436.0"
68,"537","492","41235.0"
68,"516","487","38017.0"
68,"534","520","34821.0"
68,"450","486","41532.0"
68,"468","498","36010.0"
68,"390","402","22950.0"
68,"519","519","32770.0"
68,"489","492","35009.0"
68,"513","517","31889.0"
