TamArray,NumAsig,NumComp,Tiempo(ns)
60000,"844668","1176441","2.6528782E7"
60000,"848973","1105163","2.1590908E7"
60000,"843237","1137428","2.0152417E7"
60000,"846003","1117267","2.0731885E7"
60000,"845073","1130908","2.1780489E7"
60000,"845658","1106601","2.3160327E7"
60000,"850167","1099932","2.1127416E7"
60000,"845217","1115053","2.0994801E7"
60000,"851475","1113123","2.2467334E7"
60000,"848307","1109678","2.2057119E7"
60000,"854022","1086339","2.1044673E7"
60000,"848772","1117559","2.124951E7"
60000,"854217","1091524","2.0855836E7"
60000,"846252","1116300","1.6718655E7"
60000,"844461","1138981","1.6406383E7"
60000,"845691","1130388","1.6785996E7"
60000,"845967","1124206","1.6792835E7"
60000,"850476","1099272","1.6482355E7"
60000,"849363","1119279","1.6854205E7"
60000,"848217","1122478","1.6411398E7"
