TamArray,NumAsig,NumComp,Tiempo(ns)
30000,"388126","475692","5684518.0"
30000,"381792","522949","5694407.0"
30000,"384427","494588","5608179.0"
30000,"385893","489022","5614160.0"
30000,"385354","499910","4748508.0"
30000,"387241","482375","5978751.0"
30000,"386099","481466","5434405.0"
30000,"387276","483731","5480455.0"
30000,"383674","491253","5503505.0"
30000,"387606","476145","5610648.0"
30000,"387640","485219","5487227.0"
30000,"386792","485233","5979963.0"
30000,"387472","479080","5563835.0"
30000,"383831","494781","6395280.0"
30000,"389889","476618","5876202.0"
30000,"387870","488151","6248855.0"
30000,"389922","471792","5954560.0"
30000,"389897","478189","5889522.0"
30000,"381271","515174","5881050.0"
30000,"382836","503171","6006350.0"
