TamArray,NumAsig,NumComp,Tiempo(ns)
88,"565","541","11164.0"
88,"588","530","10327.0"
88,"580","529","10551.0"
88,"593","489","10479.0"
88,"609","577","9351.0"
88,"569","519","9300.0"
88,"630","557","9498.0"
88,"602","522","11420.0"
88,"588","542","9669.0"
88,"590","473","9548.0"
88,"608","517","9934.0"
88,"599","578","10794.0"
88,"589","517","10505.0"
88,"622","557","10505.0"
88,"565","492","10054.0"
88,"574","478","10019.0"
88,"581","505","9702.0"
88,"562","511","10971.0"
88,"577","537","11078.0"
88,"611","548","10125.0"
