TamArray,NumAsig,NumComp,Tiempo(ns)
60000,"817199","1028813","9736950.0"
60000,"816805","1037255","9968390.0"
60000,"817401","1031906","9541881.0"
60000,"815232","1034297","9455249.0"
60000,"816762","1053229","9397646.0"
60000,"821792","1024993","9438553.0"
60000,"818371","1038593","9527801.0"
60000,"818665","1034844","9398880.0"
60000,"817997","1026465","9474569.0"
60000,"817102","1031260","9656721.0"
60000,"819421","1031921","1.1887022E7"
60000,"815911","1048639","1.2615571E7"
60000,"816645","1035511","1.2556925E7"
60000,"818476","1014603","1.2523945E7"
60000,"815576","1051698","1.259176E7"
60000,"819591","1025826","1.2644807E7"
60000,"821479","1003081","1.2634396E7"
60000,"814941","1075174","1.2516277E7"
60000,"818898","1040111","1.2627908E7"
60000,"819292","1024678","1.2599377E7"
