TamArray,NumAsig,NumComp,Tiempo(ns)
73,"591","491","7445.0"
73,"546","454","5642.0"
73,"587","463","4573.0"
73,"515","413","4515.0"
73,"519","433","6123.0"
73,"564","498","5365.0"
73,"536","484","5483.0"
73,"626","526","5109.0"
73,"552","459","4577.0"
73,"525","455","4455.0"
73,"574","511","4556.0"
73,"569","468","6511.0"
73,"500","428","5271.0"
73,"506","425","5008.0"
73,"596","499","4069.0"
73,"576","496","5113.0"
73,"538","452","4769.0"
73,"560","485","6896.0"
73,"572","483","5562.0"
73,"534","495","5217.0"
