3,"12,25","4,2","0,00443"
8,"43,5","23,85","0,00445"
13,"79,5","49,6","0,00233"
18,"118,4","82,3","0,00291"
23,"158,55","111,9","0,00586"
28,"197,85","146,8","0,00557"
33,"242,15","180,7","0,00306"
38,"283,1","214,1","0,00412"
43,"321,2","263,6","0,00381"
48,"376,4","302,8","0,00787"
53,"415,9","343,35","0,00783"
58,"461,65","376,25","0,00932"
63,"509,9","418,15","0,00933"
68,"555,55","465,4","0,01376"
73,"594,85","505,95","0,00996"
78,"649,55","544,9","0,00808"
83,"686,5","585,15","0,00933"
88,"744,75","634,4","0,01156"
93,"793,1","690,1","0,01239"
98,"828,45","717,3","0,01006"
10000,"133239,3","153954,75","1,49912"
20000,"280463,85","331141,15","2,50321"
30000,"435020,3","518848,1","3,71682"
40000,"591448,2","703988,35","5,06428"
50000,"749249,1","908698,25","6,44593"
60000,"911088,75","1101188,45","7,75156"
70000,"1071688,75","1308736,2","9,07206"
80000,"1237262,65","1516350,95","10,48883"
90000,"1402222,9","1720078,1","11,81766"
100000,"1566685,25","1950676,3","13,29050"
200000,"3280065,25","4113540,65","27,56758"
300000,"5049907,45","6366010,6","42,33890"
400000,"6851272,0","8662262,6","56,89615"
500000,"8678396,5","1,100653995E7","71,96526"
600000,"1,052370435E7","1,342044855E7","87,64184"
700000,"1,237513395E7","1,595544085E7","102,01813"
800000,"1,428931105E7","1,831680205E7","117,70289"
900000,"1,6156083E7","2,08545117E7","139,05912"
1000000,"1,80738743E7","2,322539565E7","158,34582"
