3,"7,45","1,45","0,00021"
8,"30,15","14,15","0,00020"
13,"58,1","34,9","0,00050"
18,"91,2","59,35","0,00068"
23,"120,25","86,95","0,00159"
28,"155,55","117,95","0,00113"
33,"183,8","141,45","0,00137"
38,"226,55","178,8","0,00254"
43,"249,65","199,95","0,00184"
48,"293,6","241,65","0,00205"
53,"324,5","281,05","0,00234"
58,"362,0","310,85","0,00357"
63,"404,85","353,95","0,00295"
68,"439,05","378,25","0,00331"
73,"483,15","414,3","0,00339"
78,"511,9","447,25","0,00369"
83,"549,95","490,85","0,00393"
88,"591,4","525,9","0,00417"
93,"631,25","568,6","0,00448"
98,"662,65","620,45","0,00470"
10000,"116863,55","140617,65","0,81973"
20000,"247813,15","308501,65","1,78185"
30000,"388725,2","483784,45","2,70209"
40000,"525989,7","669167,25","3,61844"
50000,"666768,4","848866,9","4,73785"
60000,"811389,05","1038371,85","5,48193"
70000,"959076,45","1226531,7","6,33537"
80000,"1105210,05","1419725,5","7,21310"
90000,"1254469,8","1614118,45","8,30106"
100000,"1402973,8","1822949,25","9,14975"
200000,"2954606,25","3872236,95","19,20610"
300000,"4549894,8","6050753,75","29,72022"
400000,"6189504,8","8218005,35","40,73175"
500000,"7858998,0","1,04247264E7","51,17543"
600000,"9533429,95","1,27522788E7","62,05596"
700000,"1,123949005E7","1,502866685E7","72,65736"
800000,"1,29506539E7","1,73799417E7","84,76487"
900000,"1,46799532E7","1,972134135E7","95,13135"
1000000,"1,642344865E7","2,2110518E7","106,86819"
