TamArray,NumAsig,NumComp,Tiempo(ns)
600000,"9544521","12897709","1.36396395E8"
600000,"9568598","12683428","1.28884898E8"
600000,"9581820","12645812","1.35430073E8"
600000,"9575551","12730857","1.28672862E8"
600000,"9576318","12726502","1.33794329E8"
600000,"9490775","13106960","1.29221665E8"
600000,"9491492","13153684","1.33716488E8"
600000,"9566350","12663363","1.39658207E8"
600000,"9527657","13106208","1.42646675E8"
600000,"9596800","12572974","1.40658167E8"
600000,"9534041","12851757","1.36058901E8"
600000,"9535936","12855548","1.30808856E8"
600000,"9518345","13109512","1.27061082E8"
600000,"9556444","12921477","1.27971782E8"
600000,"9649323","12739348","1.30838902E8"
600000,"9621918","12456284","1.28999394E8"
600000,"9533760","12969551","1.39420391E8"
600000,"9551747","12789852","1.26919104E8"
600000,"9530980","12875557","1.25350556E8"
600000,"9570434","12768127","1.38518843E8"
