TamArray,NumAsig,NumComp,Tiempo(ns)
300000,"4564666","6027212","6.0414566E7"
300000,"4572731","6057573","5.9366049E7"
300000,"4579820","5948497","6.1456955E7"
300000,"4569949","5990383","6.2245858E7"
300000,"4559137","6043622","6.1924063E7"
300000,"4572247","5972476","6.3094565E7"
300000,"4558775","6101383","6.7190883E7"
300000,"4570180","6023634","7.5892764E7"
300000,"4576199","5951566","6.4698371E7"
300000,"4586705","5895616","6.7799684E7"
300000,"4583015","5986448","6.44524E7"
300000,"4553589","6201310","6.1080698E7"
300000,"4566519","6013595","5.8846213E7"
300000,"4564656","5982401","6.1527478E7"
300000,"4572758","5969416","6.2784729E7"
300000,"4564916","5993342","6.0060139E7"
300000,"4564854","6033991","6.2525106E7"
300000,"4518937","6310511","6.1778435E7"
300000,"4559928","6035752","6.1364918E7"
300000,"4567871","6014697","5.9989808E7"
