TamArray,NumAsig,NumComp,Tiempo(ns)
93,"619","570","10386.0"
93,"636","604","18549.0"
93,"658","561","10169.0"
93,"641","574","10861.0"
93,"653","606","10367.0"
93,"619","511","9381.0"
93,"633","580","9970.0"
93,"634","555","9633.0"
93,"639","543","10755.0"
93,"621","572","10107.0"
93,"622","574","10322.0"
93,"652","571","10464.0"
93,"653","542","10194.0"
93,"610","585","9981.0"
93,"655","565","10242.0"
93,"647","563","9177.0"
93,"679","586","10115.0"
93,"619","648","9800.0"
93,"629","608","9775.0"
93,"641","550","9763.0"
