TamArray,NumAsig,NumComp,Tiempo(ns)
53,"333","309","6898.0"
53,"335","301","7020.0"
53,"319","285","6010.0"
53,"334","262","5873.0"
53,"318","290","5797.0"
53,"333","293","5791.0"
53,"342","269","5423.0"
53,"331","304","7874.0"
53,"340","259","6470.0"
53,"308","250","5616.0"
53,"314","274","7557.0"
53,"346","273","6133.0"
53,"330","294","6023.0"
53,"317","270","5971.0"
53,"326","272","7767.0"
53,"336","273","7976.0"
53,"316","303","6034.0"
53,"328","295","8275.0"
53,"352","283","6260.0"
53,"328","262","5916.0"
