30000,"432626","518520","3684983.0"
30000,"433092","531691","3830410.0"
30000,"432422","521292","3718691.0"
30000,"434463","510019","3720612.0"
30000,"431823","528559","3736338.0"
30000,"432531","522113","3779835.0"
30000,"434869","524041","3795620.0"
30000,"434542","515861","3704015.0"
30000,"434701","503365","3708109.0"
30000,"432692","526907","3696717.0"
30000,"433759","507987","3712798.0"
30000,"433710","509011","3853737.0"
30000,"448422","530510","3683568.0"
30000,"435080","510720","3623581.0"
30000,"433017","522692","3719721.0"
30000,"436323","505207","3656514.0"
30000,"434736","519456","3734437.0"
30000,"433552","517501","3669243.0"
30000,"440872","529365","3686931.0"
30000,"437174","522145","3620567.0"
