3,"7,55","1,55","0,00016"
8,"30,3","14,3","0,00018"
13,"56,95","34,15","0,00047"
18,"89,65","59,15","0,00061"
23,"118,55","82,85","0,00084"
28,"151,75","114,4","0,00105"
33,"188,6","145,1","0,00133"
38,"223,3","174,65","0,00143"
43,"252,4","196,35","0,00163"
48,"294,15","243,4","0,00196"
53,"328,5","273,1","0,00217"
58,"371,2","316,1","0,00231"
63,"403,5","353,55","0,00258"
68,"445,15","387,1","0,00271"
73,"479,5","424,0","0,00302"
78,"515,5","456,55","0,00330"
83,"557,85","508,75","0,00352"
88,"600,55","527,9","0,00481"
93,"628,3","569,05","0,00540"
98,"671,55","620,55","0,00428"
10000,"117338,75","142022,45","0,74033"
20000,"249017,65","306840,25","1,64650"
30000,"385654,65","484906,7","2,43605"
40000,"525814,15","664410,55","3,30652"
50000,"668927,85","851936,0","4,32408"
60000,"815035,15","1029524,6","5,15411"
70000,"961743,55","1229044,35","6,11754"
80000,"1108338,1","1425555,1","6,99481"
90000,"1258655,65","1619212,8","8,07442"
100000,"1411451,7","1807585,45","8,92120"
200000,"2956355,35","3905292,55","18,85514"
300000,"4564199,8","6019895,1","29,08904"
400000,"6199528,65","8275144,3","39,65418"
500000,"7878257,8","1,0432909E7","50,09228"
600000,"9564332,5","1,276060605E7","60,94343"
700000,"1,12732322E7","1,51083787E7","71,37582"
800000,"1,299301475E7","1,731520455E7","83,45695"
900000,"1,47474011E7","1,95702348E7","94,09878"
1000000,"1,64554722E7","2,212515205E7","105,39551"
