TamArray,NumAsig,NumComp,Tiempo(ns)
28,"151","119","3196.0"
28,"151","122","3111.0"
28,"149","106","2480.0"
28,"176","124","2428.0"
28,"150","112","2659.0"
28,"160","116","2540.0"
28,"158","106","2369.0"
28,"143","105","2454.0"
28,"163","105","3357.0"
28,"167","104","3108.0"
28,"166","128","3018.0"
28,"153","120","3168.0"
28,"159","117","3543.0"
28,"164","120","2777.0"
28,"157","137","3157.0"
28,"155","119","2903.0"
28,"144","100","2443.0"
28,"164","112","2106.0"
28,"143","123","4168.0"
28,"150","118","2745.0"
