TamArray,NumAsig,NumComp,Tiempo(ns)
43,"259","204","6671.0"
43,"259","216","4771.0"
43,"247","201","4225.0"
43,"236","187","3583.0"
43,"249","225","4371.0"
43,"273","226","4379.0"
43,"254","205","3448.0"
43,"241","185","3775.0"
43,"270","238","3669.0"
43,"248","205","3939.0"
43,"236","184","3444.0"
43,"243","210","3849.0"
43,"250","189","3281.0"
43,"275","222","3846.0"
43,"250","198","5685.0"
43,"256","204","4448.0"
43,"243","180","3699.0"
43,"293","248","3466.0"
43,"247","232","6241.0"
43,"238","182","5344.0"
