TamArray,NumAsig,NumComp,Tiempo(ns)
600000,"9432777","13336165","1.17188868E8"
600000,"9537808","12736009","1.20209735E8"
600000,"9539453","12633395","1.22691433E8"
600000,"9508342","12792425","1.25620203E8"
600000,"9505682","12820998","1.19425391E8"
600000,"9513376","12782704","1.17260556E8"
600000,"9554437","12545797","1.18643765E8"
600000,"9558207","12521616","1.19968344E8"
600000,"9434856","13103035","1.29593003E8"
600000,"9468432","12961998","1.2278856E8"
600000,"9549029","12589206","1.23799595E8"
600000,"9505249","12748196","1.24931775E8"
600000,"9555568","12516139","1.18184153E8"
600000,"9479577","13108279","1.16458544E8"
600000,"9437028","13301654","1.12926907E8"
600000,"9496764","13019456","1.19751302E8"
600000,"9549679","12540415","1.21065272E8"
600000,"9473963","13091936","1.15750012E8"
600000,"9540143","12708596","1.21648059E8"
600000,"9559978","12539822","1.22694474E8"
