TamArray,NumAsig,NumComp,Tiempo(ns)
20000,"259110","304327","2738040.0"
20000,"258649","308500","2708570.0"
20000,"258030","309759","2677390.0"
20000,"259135","309682","2718515.0"
20000,"258726","305559","2793890.0"
20000,"255829","330606","2703440.0"
20000,"257655","311333","2724440.0"
20000,"257403","312562","2739739.0"
20000,"257969","311455","2595134.0"
20000,"258800","308403","2776750.0"
20000,"256735","320232","3041197.0"
20000,"256993","316285","3015432.0"
20000,"255574","328944","2903838.0"
20000,"256681","323885","2806510.0"
20000,"256100","319844","2828662.0"
20000,"256245","318268","2822474.0"
20000,"258898","316024","2771546.0"
20000,"256257","316075","2773327.0"
20000,"257515","312125","3023356.0"
20000,"256781","318757","2824868.0"
