3,"7,45","1,45","0,00018"
8,"32,45","17,15","0,00064"
13,"60,15","38,1","0,00076"
18,"89,55","59,2","0,00109"
23,"123,15","93,3","0,00134"
28,"154,25","119,0","0,00159"
33,"186,25","144,55","0,00246"
38,"224,05","185,0","0,00220"
43,"256,2","217,25","0,01453"
48,"295,8","248,4","0,00266"
53,"335,6","289,5","0,00305"
58,"372,45","318,1","0,00432"
63,"403,7","348,7","0,00370"
68,"434,85","382,15","0,00390"
73,"477,5","430,9","0,00504"
78,"515,5","461,2","0,00599"
83,"558,85","508,5","0,00497"
88,"600,5","538,85","0,00523"
93,"632,9","586,6","0,00729"
98,"675,05","629,75","0,00779"
10000,"117308,8","143458,35","1,09665"
20000,"251258,75","311771,75","1,83432"
30000,"386135,3","484274,9","2,83172"
40000,"526097,25","669186,55","3,78808"
50000,"668975,45","859932,15","4,86762"
60000,"812539,6","1047730,9","5,87195"
70000,"962177,55","1228582,15","6,96436"
80000,"1108400,7","1431593,25","7,93167"
90000,"1259283,85","1622468,7","8,92929"
100000,"1407043,55","1844859,55","10,15091"
200000,"2954409,4","3916026,45","21,10478"
300000,"4572408,05","6025095,35","32,55612"
400000,"6219187,85","8194768,15","44,39600"
500000,"7866134,05","1,05720941E7","55,84908"
600000,"9566075,65","1,27814699E7","68,34778"
700000,"1,12718591E7","1,50685591E7","79,63260"
800000,"1,29886534E7","1,741217E7","91,77474"
900000,"1,47093497E7","1,9966351E7","102,86061"
1000000,"1,646672565E7","2,21492166E7","115,08422"
