3,"7,35","1,35","0,00014"
8,"28,8","12,8","0,00018"
13,"65,2","39,2","0,00024"
18,"111,5","75,5","0,00031"
23,"127,1","92,7","0,00070"
28,"173,85","127,9","0,00145"
33,"205,05","152,1","0,00099"
38,"243,2","193,85","0,00123"
43,"278,2","223,95","0,00153"
48,"315,15","250,4","0,00167"
53,"352,45","288,45","0,00181"
58,"393,15","328,55","0,00198"
63,"435,9","368,55","0,00223"
68,"484,7","419,9","0,00238"
73,"510,9","440,75","0,00258"
78,"557,9","484,75","0,00356"
83,"595,65","536,1","0,00321"
88,"638,5","574,6","0,00345"
93,"677,6","596,65","0,00361"
98,"724,95","643,9","0,00380"
10000,"122175,85","143836,05","0,72328"
20000,"257781,45","313931,2","1,50809"
30000,"399035,8","493058,6","2,26446"
40000,"544279,15","674874,15","3,07531"
50000,"691782,1","869562,1","3,99296"
60000,"842043,65","1059491,15","4,81958"
70000,"994226,0","1247736,15","5,67297"
80000,"1147363,35","1450464,85","6,63719"
90000,"1299112,65","1649465,05","7,46122"
100000,"1454848,6","1853713,3","8,34793"
200000,"3053971,0","3919540,55","17,66670"
300000,"4711899,9","6066007,3","27,13856"
400000,"6401623,65","8289083,25","37,11157"
500000,"8107450,7","1,0594217E7","47,16064"
600000,"9826312,3","1,295639765E7","57,08094"
700000,"1,15846165E7","1,527147345E7","67,63361"
800000,"1,33531438E7","1,76222868E7","77,42436"
900000,"1,51098744E7","2,01547559E7","87,35897"
1000000,"1,692812705E7","2,24141723E7","98,98722"
