TamArray,NumAsig,NumComp,Tiempo(ns)
40000,"541415","669240","6108809.0"
40000,"541157","668497","6015225.0"
40000,"541813","671945","6040304.0"
40000,"542700","680906","5815882.0"
40000,"542878","670955","5971102.0"
40000,"539565","675645","5909300.0"
40000,"539217","668525","5886526.0"
40000,"539688","680598","6029211.0"
40000,"543140","650283","5976570.0"
40000,"542784","687768","6191135.0"
40000,"542394","658522","6087843.0"
40000,"544554","652564","5835116.0"
40000,"537263","691018","5927262.0"
40000,"536796","682619","5982013.0"
40000,"541024","681403","6222169.0"
40000,"543583","656762","6605920.0"
40000,"539197","677511","7458724.0"
40000,"543382","657372","7513871.0"
40000,"536413","693034","7628153.0"
40000,"541903","665318","7644064.0"
