TamArray,NumAsig,NumComp,Tiempo(ns)
20000,"256292","308053","4348573.0"
20000,"256228","311317","2869004.0"
20000,"256135","304959","2888530.0"
20000,"255107","315233","2817047.0"
20000,"255735","311497","2792926.0"
20000,"254799","314456","2744050.0"
20000,"254904","312396","2724341.0"
20000,"253861","332613","2794575.0"
20000,"253745","330093","2874105.0"
20000,"254294","322030","2880071.0"
20000,"257155","306050","2858457.0"
20000,"255386","314703","2843588.0"
20000,"257592","304760","2807188.0"
20000,"255680","308027","2907711.0"
20000,"257451","304058","2828724.0"
20000,"255575","313538","2855959.0"
20000,"253703","324283","2849136.0"
20000,"257585","316624","3794987.0"
20000,"255028","324405","2895923.0"
20000,"279111","324893","2999571.0"
