TamArray,NumAsig,NumComp,Tiempo(ns)
73,"535","500","6562.0"
73,"493","437","7460.0"
73,"535","487","5381.0"
73,"574","517","5119.0"
73,"567","473","4607.0"
73,"514","449","5488.0"
73,"582","500","5267.0"
73,"537","431","4996.0"
73,"559","472","5021.0"
73,"528","454","4977.0"
73,"535","464","4674.0"
73,"570","487","7529.0"
73,"511","428","5735.0"
73,"498","417","6935.0"
73,"506","428","5211.0"
73,"546","450","4652.0"
73,"476","390","4844.0"
73,"521","450","4610.0"
73,"540","449","4933.0"
73,"541","431","4992.0"
