TamArray,NumAsig,NumComp,Tiempo(ns)
33,"195","139","3361.0"
33,"199","151","3402.0"
33,"189","146","2846.0"
33,"175","128","2360.0"
33,"235","177","2096.0"
33,"195","143","2810.0"
33,"238","174","2039.0"
33,"203","165","2551.0"
33,"216","181","2333.0"
33,"210","151","2262.0"
33,"207","149","1923.0"
33,"217","175","2200.0"
33,"193","138","2190.0"
33,"231","191","2324.0"
33,"207","154","2286.0"
33,"220","162","1892.0"
33,"236","169","1921.0"
33,"227","168","2028.0"
33,"219","164","1960.0"
33,"216","158","1942.0"
