TamArray,NumAsig,NumComp,Tiempo(ms)
3,"7,45","1,45","0,00072"
8,"29,95","13,95","0,00073"
13,"65,3","39,3","0,00085"
18,"104,4","68,4","0,00093"
23,"131,3","91,0","0,00218"
28,"172,95","125,15","0,00228"
33,"204,35","154,75","0,00262"
38,"240,45","188,25","0,00320"
43,"284,0","225,8","0,00335"
48,"328,7","264,05","0,00378"
53,"347,0","292,3","0,00450"
58,"404,6","338,75","0,00463"
63,"425,7","362,05","0,00529"
68,"473,5","409,45","0,00556"
73,"522,0","451,0","0,00568"
78,"557,8","483,05","0,00740"
83,"604,35","536,05","0,00656"
88,"646,25","556,15","0,00669"
93,"678,25","615,3","0,00798"
98,"730,8","666,85","0,00791"
103,"771,15","692,95","0,00840"
10000,"122645,3","146099,15","1,42460"
20000,"259798,4","317198,8","2,89301"
30000,"401997,65","496972,6","4,57567"
40000,"548309,75","679272,7","5,81106"
50000,"698401,7","869563,85","7,32657"
60000,"846580,65","1062022,45","8,92563"
70000,"999402,8","1259869,3","10,69981"
80000,"1152958,3","1461243,3","12,52419"
90000,"1310706,4","1650884,45","14,86261"
100000,"1466267,75","1853453,15","18,29475"
200000,"3083412,9","3971712,65","35,39369"
300000,"4732101,95","6143028,75","52,21141"
400000,"6425243,4","8386743,8","69,43447"
500000,"8161495,75","1,060864365E7","89,72210"
600000,"9898282,85","1,298795515E7","110,78051"
700000,"1,165307E7","1,535773245E7","131,18496"
800000,"1,3450405E7","1,76249655E7","150,66538"
900000,"1,521229515E7","2,01734949E7","167,67900"
1000000,"1,704171885E7","2,239293925E7","190,83509"
