TamArray,NumAsig,NumComp,Tiempo(ns)
98,"815","738","6979.0"
98,"881","751","6237.0"
98,"862","789","6246.0"
98,"891","807","6648.0"
98,"952","807","5711.0"
98,"802","696","6126.0"
98,"939","813","5690.0"
98,"883","774","6317.0"
98,"807","724","5755.0"
98,"824","738","9538.0"
98,"883","752","9519.0"
98,"941","821","8885.0"
98,"811","695","6186.0"
98,"926","797","6563.0"
98,"827","769","12241.0"
98,"802","693","9470.0"
98,"793","681","8613.0"
98,"765","648","9211.0"
98,"799","689","7117.0"
98,"815","716","6252.0"
