TamArray,NumAsig,NumComp,Tiempo(ns)
63,"574","479","4378.0"
63,"623","535","4124.0"
63,"553","487","4170.0"
63,"555","459","3673.0"
63,"595","507","3602.0"
63,"480","381","3758.0"
63,"468","418","3750.0"
63,"555","444","5248.0"
63,"452","403","4551.0"
63,"485","399","3369.0"
63,"548","452","3434.0"
63,"609","537","3997.0"
63,"527","425","3611.0"
63,"509","408","3635.0"
63,"455","385","3733.0"
63,"534","439","3934.0"
63,"484","410","3897.0"
63,"503","400","5765.0"
63,"458","379","4387.0"
63,"491","395","5658.0"
