TamArray,NumAsig,NumComp,Tiempo(ns)
20000,"283360","333233","2552362.0"
20000,"282759","349970","2587387.0"
20000,"283510","332942","2636127.0"
20000,"284426","327514","2546073.0"
20000,"281863","342818","2603670.0"
20000,"299291","358028","2797103.0"
20000,"284278","329615","2679748.0"
20000,"284919","327521","2718319.0"
20000,"285126","331248","2558270.0"
20000,"282191","349512","2642729.0"
20000,"283736","349126","2829172.0"
20000,"284036","339888","2643634.0"
20000,"283103","340604","2543515.0"
20000,"282809","335318","2653988.0"
20000,"283597","332352","2508325.0"
20000,"283305","337508","2598532.0"
20000,"282455","341168","2548459.0"
20000,"283390","330094","2471830.0"
20000,"281476","340635","2577599.0"
20000,"281749","331874","2575744.0"
