TamArray,NumAsig,NumComp,Tiempo(ns)
90000,"1414468","1748284","1.4574835E7"
90000,"1419543","1731397","1.4622538E7"
90000,"1415098","1704392","1.4087895E7"
90000,"1415791","1723944","1.3739393E7"
90000,"1417713","1727919","1.410173E7"
90000,"1422981","1746895","1.3580396E7"
90000,"1420150","1732323","1.3895667E7"
90000,"1407900","1794102","1.4114359E7"
90000,"1420194","1732248","1.3935648E7"
90000,"1408356","1752014","1.3152124E7"
90000,"1412205","1743276","1.2923481E7"
90000,"1416311","1715552","1.3294796E7"
90000,"1416331","1713339","1.3060302E7"
90000,"1422554","1709899","1.2705424E7"
90000,"1409357","1754024","1.359229E7"
90000,"1409416","1718371","1.3597676E7"
90000,"1418352","1706239","1.3746536E7"
90000,"1417928","1732261","1.332883E7"
90000,"1424589","1694096","1.4074409E7"
90000,"1420122","1716417","1.3772309E7"
