70000,"1010053","1280345","6730623.0"
70000,"1010814","1254296","5669630.0"
70000,"1005904","1289903","5580906.0"
70000,"1005733","1252909","5676892.0"
70000,"1007487","1259095","5919381.0"
70000,"1010135","1250614","5569263.0"
70000,"1004036","1260927","5422789.0"
70000,"1003144","1284971","5581522.0"
70000,"1006742","1266686","5518852.0"
70000,"1008270","1258853","5521600.0"
70000,"1013386","1245283","5537645.0"
70000,"1002832","1269838","5559828.0"
70000,"1012420","1249952","5653855.0"
70000,"1002961","1272365","5485643.0"
70000,"1006706","1264902","5564569.0"
70000,"1004969","1265352","5523373.0"
70000,"1009361","1229207","5587589.0"
70000,"1008045","1267714","5497113.0"
70000,"999466","1302926","5455819.0"
70000,"1010184","1248565","5478505.0"
