3,"7,35","1,35","0,00015"
8,"28,2","12,2","0,00018"
13,"68,15","42,15","0,00024"
18,"87,85","56,2","0,00054"
23,"126,15","89,85","0,00072"
28,"165,65","119,6","0,00081"
33,"202,05","158,0","0,00111"
38,"236,7","187,7","0,00124"
43,"273,5","218,95","0,00142"
48,"315,9","260,95","0,00161"
53,"340,9","277,85","0,00249"
58,"389,8","318,5","0,00195"
63,"423,95","359,4","0,00226"
68,"469,3","399,5","0,00239"
73,"518,05","449,7","0,00270"
78,"552,25","488,1","0,00298"
83,"590,9","515,05","0,00327"
88,"627,65","564,5","0,00545"
93,"680,1","598,65","0,00375"
98,"709,4","624,25","0,00387"
10000,"121264,1","144795,2","0,75836"
20000,"256136,2","317107,05","1,49990"
30000,"395682,7","493923,1","2,28851"
40000,"540744,1","673454,9","3,19260"
50000,"686667,35","867783,65","3,95036"
60000,"835603,85","1050564,45","4,87494"
70000,"987670,1","1234175,1","5,67869"
80000,"1139804,55","1449675,25","6,67983"
90000,"1290733,45","1651306,5","7,50706"
100000,"1447132,15","1849483,95","8,38263"
200000,"3037842,8","3896340,95","17,77021"
300000,"4682467,4","6062757,8","27,59142"
400000,"6353377,7","8310315,9","37,29156"
500000,"8052687,75","1,06498997E7","47,19766"
600000,"9788808,75","1,28373444E7","58,00003"
700000,"1,15091175E7","1,52802769E7","67,66384"
800000,"1,32754503E7","1,75961131E7","78,03944"
900000,"1,503105285E7","2,00333115E7","88,21253"
1000000,"1,683550865E7","2,23313958E7","99,92748"
