TamArray,NumAsig,NumComp,Tiempo(ns)
38,"227","162","3151.0"
38,"271","210","2582.0"
38,"266","226","3355.0"
38,"244","196","2707.0"
38,"236","205","2822.0"
38,"257","190","2402.0"
38,"242","183","2541.0"
38,"279","232","2393.0"
38,"282","230","2453.0"
38,"242","190","2687.0"
38,"252","228","2926.0"
38,"298","229","2011.0"
38,"243","179","3794.0"
38,"254","182","2484.0"
38,"295","232","3341.0"
38,"239","183","2992.0"
38,"276","210","3070.0"
38,"256","199","3661.0"
38,"279","233","3980.0"
38,"219","191","3012.0"
