TamArray,NumAsig,NumComp,Tiempo(ns)
78,"501","425","7831.0"
78,"538","438","7068.0"
78,"504","466","7137.0"
78,"511","466","6356.0"
78,"505","547","7590.0"
78,"522","453","7012.0"
78,"513","491","7495.0"
78,"515","461","7106.0"
78,"522","451","7271.0"
78,"522","469","10496.0"
78,"504","546","8406.0"
78,"522","451","6841.0"
78,"509","445","7207.0"
78,"539","447","7523.0"
78,"536","412","7120.0"
78,"527","485","8809.0"
78,"1024","1006","8454.0"
78,"479","502","9856.0"
78,"498","494","7956.0"
78,"530","451","7669.0"
