TamArray,NumAsig,NumComp,Tiempo(ns)
70000,"959153","1202982","1.2256991E7"
70000,"958839","1219986","1.3889009E7"
70000,"952514","1244795","1.2626836E7"
70000,"963618","1192028","1.246231E7"
70000,"954322","1240898","1.3258535E7"
70000,"959596","1183477","1.4233604E7"
70000,"955610","1222322","1.3617176E7"
70000,"956945","1222494","1.360537E7"
70000,"954222","1241201","1.2218013E7"
70000,"944512","1324062","1.2633031E7"
70000,"948983","1254702","1.336064E7"
70000,"951751","1239366","1.184646E7"
70000,"953538","1225568","1.3876783E7"
70000,"955845","1212750","1.4373244E7"
70000,"955212","1225850","1.4557117E7"
70000,"953125","1229036","1.4682981E7"
70000,"955369","1221239","1.5523471E7"
70000,"956534","1210683","1.3187947E7"
70000,"953058","1238702","1.3645334E7"
70000,"958009","1229507","1.2755815E7"
