TamArray,NumAsig,NumComp,Tiempo(ns)
103,"709","685","53018.0"
103,"711","647","9940.0"
103,"743","680","10015.0"
103,"687","643","13630.0"
103,"706","645","10077.0"
103,"731","602","9489.0"
103,"731","683","10486.0"
103,"687","607","9581.0"
103,"743","634","13583.0"
103,"702","657","10253.0"
103,"695","677","10441.0"
103,"659","669","9932.0"
103,"704","656","9482.0"
103,"717","647","10815.0"
103,"670","667","10701.0"
103,"694","616","13696.0"
103,"704","651","10229.0"
103,"710","758","10662.0"
103,"697","683","13589.0"
103,"711","631","10054.0"
