TamArray,NumAsig,NumComp,Tiempo(ns)
500000,"7812258","10586029","9.7866571E7"
500000,"7843311","10478578","9.2324822E7"
500000,"7873331","10539651","9.871149E7"
500000,"7825659","10687988","1.01285636E8"
500000,"7808437","10638521","1.25727396E8"
500000,"7871361","10330937","1.25296863E8"
500000,"7868980","10280266","1.00794198E8"
500000,"7875026","10293773","1.06861296E8"
500000,"7849235","10472193","1.05338007E8"
500000,"7822879","10588726","9.5368796E7"
500000,"7818354","10694112","9.4776561E7"
500000,"7878351","10245295","9.9056456E7"
500000,"7830910","10541310","9.7849488E7"
500000,"7882552","10240571","9.6854063E7"
500000,"7846174","10499829","9.7246214E7"
500000,"7841876","10505902","1.0450252E8"
500000,"7838958","10540698","9.5148993E7"
500000,"7881048","10339750","9.5174942E7"
500000,"7847394","10553143","9.3540303E7"
500000,"7836605","10445599","9.3870423E7"
