TamArray,NumAsig,NumComp,Tiempo(ns)
33,"189","186","4392.0"
33,"192","156","4306.0"
33,"183","148","3225.0"
33,"191","162","3632.0"
33,"192","153","2995.0"
33,"197","179","4807.0"
33,"187","135","3046.0"
33,"182","160","4570.0"
33,"208","171","3726.0"
33,"192","152","2930.0"
33,"176","130","4191.0"
33,"192","144","3123.0"
33,"207","153","2549.0"
33,"210","171","4014.0"
33,"187","137","3271.0"
33,"187","161","3860.0"
33,"194","163","4727.0"
33,"184","139","2611.0"
33,"187","152","3735.0"
33,"173","131","3896.0"
