TamArray,NumAsig,NumComp,Tiempo(ms)
3,"7,6","1,6","0,00065"
8,"30,4","14,4","0,00082"
13,"65,2","39,2","0,00079"
18,"114,25","78,25","0,00096"
23,"169,2","123,2","0,00115"
28,"238,85","182,85","0,00139"
33,"247,15","192,05","0,00261"
38,"285,4","228,35","0,00258"
43,"340,3","267,1","0,00269"
48,"391,35","321,05","0,00332"
53,"420,5","352,9","0,00360"
58,"471,1","389,35","0,00388"
63,"507,0","429,95","0,00437"
68,"561,25","476,55","0,00447"
73,"633,95","541,85","0,00500"
78,"681,25","589,5","0,00538"
83,"710,8","619,3","0,00567"
88,"764,6","655,3","0,00628"
93,"804,4","705,3","0,00653"
98,"842,55","747,3","0,00714"
103,"902,2","791,3","0,00741"
10000,"135464,8","158895,0","1,20553"
20000,"286577,4","336501,0","2,58890"
30000,"440416,7","528109,25","4,21158"
40000,"599014,6","727812,25","5,46156"
50000,"761818,5","926198,4","6,80668"
60000,"925437,0","1131421,85","8,54884"
70000,"1091075,95","1333547,85","9,69392"
80000,"1257289,65","1543146,5","12,24698"
90000,"1427071,05","1742739,35","13,84417"
100000,"1596377,7","1955273,05","15,25038"
200000,"3338515,15","4140738,05","33,99449"
300000,"5127285,3","6452764,5","51,31751"
400000,"6963441,7","8763815,05","66,96377"
500000,"8809291,2","1,11796747E7","84,63637"
600000,"1,067963395E7","1,371999555E7","104,79666"
700000,"1,257643335E7","1,60331513E7","127,06338"
800000,"1,448061625E7","1,85522225E7","142,50090"
900000,"1,63768996E7","2,11579107E7","159,96862"
1000000,"1,83324407E7","2,35679325E7","181,30136"
