TamArray,NumAsig,NumComp,Tiempo(ns)
700000,"12403939","15831613","1.20571708E8"
700000,"12393214","15886682","1.24074519E8"
700000,"12414799","15800888","1.27686706E8"
700000,"12396549","15780691","1.24348002E8"
700000,"12418120","15788484","1.22772152E8"
700000,"12411086","15791720","1.21593125E8"
700000,"12448536","15547718","1.19958826E8"
700000,"12359937","16022520","1.17625659E8"
700000,"12293943","16588960","1.17541689E8"
700000,"12304042","16306625","1.21753289E8"
700000,"12372594","16059066","1.27252096E8"
700000,"12244428","16590003","1.19791609E8"
700000,"12389579","16132955","1.18514243E8"
700000,"12376797","15931702","1.20585211E8"
700000,"12332632","16459523","1.20290263E8"
700000,"12403175","15801934","1.19294561E8"
700000,"12453534","15558341","1.20519058E8"
700000,"12348978","16226566","1.17348073E8"
700000,"12413529","15704357","1.19815049E8"
700000,"12409290","15847830","1.2037146E8"
