TamArray,NumAsig,NumComp,Tiempo(ns)
28,"274","218","1442.0"
28,"270","214","1617.0"
28,"233","177","1679.0"
28,"251","195","1820.0"
28,"278","222","1293.0"
28,"275","219","1157.0"
28,"266","210","1094.0"
28,"272","216","1111.0"
28,"234","178","1665.0"
28,"226","170","1264.0"
28,"252","196","1603.0"
28,"245","189","1735.0"
28,"235","179","1173.0"
28,"260","204","1228.0"
28,"212","156","1074.0"
28,"249","193","1218.0"
28,"235","179","1161.0"
28,"228","172","1078.0"
28,"213","157","1166.0"
28,"201","145","1075.0"
