TamArray,NumAsig,NumComp,Tiempo(ns)
70000,"1073661","1300760","1.0290166E7"
70000,"1071503","1305887","1.0060772E7"
70000,"1078800","1281230","1.0254502E7"
70000,"1075352","1296721","1.0380367E7"
70000,"1072344","1309569","1.0501917E7"
70000,"1063661","1379316","1.0610331E7"
70000,"1064418","1374709","9951259.0"
70000,"1066940","1339286","9812422.0"
70000,"1076796","1282426","9549715.0"
70000,"1073213","1311756","9492120.0"
70000,"1070693","1300659","9697944.0"
70000,"1069541","1321840","9696312.0"
70000,"1071050","1323502","9984808.0"
70000,"1074381","1297758","1.0158585E7"
70000,"1074153","1318536","1.0047835E7"
70000,"1075113","1310585","9700357.0"
70000,"1073199","1302855","9349075.0"
70000,"1079009","1287605","9778167.0"
70000,"1065587","1341977","1.0312255E7"
70000,"1074445","1284755","9952060.0"
