TamArray,NumAsig,NumComp,Tiempo(ns)
20000,"282026","334312","2658980.0"
20000,"286277","332060","2683006.0"
20000,"281858","329844","2580574.0"
20000,"282024","325089","2527109.0"
20000,"281595","334551","2541978.0"
20000,"283683","330027","2561911.0"
20000,"279665","332029","2547490.0"
20000,"277856","336767","2518988.0"
20000,"280329","334705","2553995.0"
20000,"279868","333636","2634356.0"
20000,"279579","337974","2587788.0"
20000,"280733","329947","2648319.0"
20000,"278941","333373","2670914.0"
20000,"282137","326700","2456968.0"
20000,"282394","327528","2653062.0"
20000,"281431","333519","2440255.0"
20000,"280421","334935","2339873.0"
20000,"278321","336443","2413563.0"
20000,"283993","327343","2402751.0"
20000,"278722","341406","2457654.0"
