TamArray,NumAsig,NumComp,Tiempo(ns)
93,"744","710","9612.0"
93,"932","772","6054.0"
93,"830","737","6106.0"
93,"753","667","6265.0"
93,"804","685","6024.0"
93,"790","758","6361.0"
93,"813","707","5593.0"
93,"703","618","6141.0"
93,"791","665","5535.0"
93,"847","759","5614.0"
93,"903","779","5319.0"
93,"721","624","8254.0"
93,"789","665","7461.0"
93,"757","689","6111.0"
93,"713","689","6158.0"
93,"800","666","5673.0"
93,"799","667","5421.0"
93,"775","693","6013.0"
93,"667","548","5803.0"
93,"776","655","5629.0"
