TamArray,NumAsig,NumComp,Tiempo(ns)
43,"357","277","3952.0"
43,"372","295","2646.0"
43,"351","262","2299.0"
43,"302","225","2124.0"
43,"361","288","2497.0"
43,"328","284","3817.0"
43,"256","197","3310.0"
43,"323","246","3094.0"
43,"375","304","3550.0"
43,"347","262","2455.0"
43,"356","315","2895.0"
43,"392","313","2494.0"
43,"304","221","2256.0"
43,"355","284","2263.0"
43,"346","263","2319.0"
43,"351","277","2223.0"
43,"326","246","2233.0"
43,"325","251","2327.0"
43,"360","278","2253.0"
43,"319","254","2701.0"
