3,"7,25","1,25","0,00016"
8,"31,9","15,5","0,00172"
13,"59,45","37,45","0,00073"
18,"92,35","66,1","0,00100"
23,"124,85","89,9","0,00128"
28,"155,25","120,6","0,00163"
33,"193,85","149,3","0,00181"
38,"238,05","192,05","0,00206"
43,"264,7","221,65","0,00241"
48,"299,8","252,35","0,00282"
53,"333,55","282,15","0,00373"
58,"375,35","319,45","0,00338"
63,"413,6","355,65","0,00353"
68,"447,1","404,15","0,00399"
73,"487,15","433,0","0,00417"
78,"524,25","461,9","0,00447"
83,"566,6","518,75","0,00555"
88,"600,8","540,4","0,00511"
93,"654,8","603,1","0,00734"
98,"689,8","629,95","0,00713"
10000,"118148,9","144283,35","0,90135"
20000,"250600,2","313153,2","1,85333"
30000,"388096,45","487215,95","2,85027"
40000,"530679,55","666186,55","3,93150"
50000,"673917,35","857100,55","4,98475"
60000,"818670,7","1054300,05","6,04934"
70000,"967988,05","1239969,35","7,12934"
80000,"1116638,3","1439981,65","8,19013"
90000,"1267229,25","1632029,15","9,35885"
100000,"1418852,6","1831942,25","10,54551"
200000,"2984166,65","3925350,8","21,69110"
300000,"4597709,4","6074412,15","33,58678"
400000,"6242077,95","8311047,25","45,45821"
500000,"7924477,95","1,054018495E7","57,65327"
600000,"9631039,0","1,279862115E7","70,05631"
700000,"1,13216313E7","1,522787005E7","86,25863"
800000,"1,30596266E7","1,755975625E7","98,08986"
900000,"1,480776875E7","1,98596683E7","115,44185"
1000000,"1,65557207E7","2,240374505E7","120,90439"
