TamArray,NumAsig,NumComp,Tiempo(ns)
83,"629","510","12274.0"
83,"604","503","10980.0"
83,"594","502","12297.0"
83,"620","570","12190.0"
83,"595","508","11253.0"
83,"623","531","19711.0"
83,"609","539","10308.0"
83,"609","506","11340.0"
83,"590","583","11574.0"
83,"601","518","11246.0"
83,"621","529","11790.0"
83,"582","520","10724.0"
83,"604","526","11005.0"
83,"605","537","11821.0"
83,"605","532","11329.0"
83,"592","543","14755.0"
83,"581","515","11429.0"
83,"593","570","30190.0"
83,"590","538","11460.0"
83,"602","521","11241.0"
