TamArray,NumAsig,NumComp,Tiempo(ns)
60000,"839054","1088402","1.2795466E7"
60000,"846465","1042772","1.2649848E7"
60000,"847408","1050077","1.269854E7"
60000,"845337","1084104","1.2342977E7"
60000,"845635","1058000","1.2682426E7"
60000,"845734","1071819","1.2826646E7"
60000,"845974","1062875","1.2868201E7"
60000,"844073","1064611","1.2672417E7"
60000,"843024","1087437","1.2745952E7"
60000,"847806","1053624","1.2673658E7"
60000,"841304","1084104","1.3462344E7"
60000,"839591","1098267","1.365841E7"
60000,"842341","1097623","1.4284917E7"
60000,"843007","1096753","1.3973159E7"
60000,"904080","1147974","1.3155222E7"
60000,"842788","1076254","1.2930167E7"
60000,"844441","1082698","1.2580286E7"
60000,"856091","1084228","1.2973566E7"
60000,"849770","1078809","1.2490752E7"
60000,"846347","1064220","1.3179436E7"
