TamArray,NumAsig,NumComp,Tiempo(ns)
33,"212","154","5543.0"
33,"215","157","6621.0"
33,"186","167","4994.0"
33,"189","159","4357.0"
33,"193","158","5058.0"
33,"203","152","6683.0"
33,"198","161","7403.0"
33,"208","159","6706.0"
33,"202","166","5883.0"
33,"192","150","6555.0"
33,"211","187","5466.0"
33,"216","163","7003.0"
33,"196","153","4669.0"
33,"207","142","6332.0"
33,"212","158","4579.0"
33,"200","172","5901.0"
33,"209","154","4902.0"
33,"196","181","5388.0"
33,"203","160","6941.0"
33,"202","149","7582.0"
