TamArray,NumAsig,NumComp,Tiempo(ns)
58,"415","335","8802.0"
58,"388","315","7535.0"
58,"403","327","8465.0"
58,"387","370","8280.0"
58,"409","333","9060.0"
58,"405","331","8235.0"
58,"397","332","7284.0"
58,"392","320","10525.0"
58,"392","353","8074.0"
58,"386","313","7990.0"
58,"410","300","15263.0"
58,"396","317","10407.0"
58,"399","319","7487.0"
58,"404","314","8051.0"
58,"402","337","7967.0"
58,"412","349","7516.0"
58,"399","306","7836.0"
58,"393","340","7829.0"
58,"414","361","8189.0"
58,"401","329","8166.0"
