3,"6,95","0,95","0,00014"
8,"31,65","15,65","0,00019"
13,"62,25","36,25","0,00025"
18,"93,75","63,05","0,00056"
23,"125,2","88,3","0,00076"
28,"161,8","119,5","0,00091"
33,"190,1","147,0","0,00113"
38,"228,6","182,25","0,00137"
43,"267,55","213,85","0,00151"
48,"303,15","250,6","0,00178"
53,"339,15","279,35","0,00185"
58,"379,35","319,6","0,00218"
63,"425,2","354,6","0,00224"
68,"462,45","398,85","0,00417"
73,"497,95","432,95","0,00344"
78,"534,05","483,2","0,00293"
83,"581,9","525,95","0,00317"
88,"622,75","550,6","0,00493"
93,"663,5","591,95","0,00357"
98,"700,55","623,6","0,00380"
10000,"119832,05","144325,9","0,73560"
20000,"253959,4","312381,35","1,50802"
30000,"394491,65","485742,2","2,36951"
40000,"537136,2","671526,0","3,12552"
50000,"683345,9","855606,2","3,99910"
60000,"829042,1","1054020,95","4,97243"
70000,"980792,65","1235336,55","5,76292"
80000,"1131865,7","1432690,9","6,64021"
90000,"1281716,15","1651299,25","7,58315"
100000,"1439500,0","1817901,6","8,52212"
200000,"3013945,05","3927707,2","17,82867"
300000,"4652444,15","6081313,55","27,73970"
400000,"6312971,2","8338001,5","38,31334"
500000,"8012434,8","1,059171045E7","47,96482"
600000,"9730312,15","1,28196064E7","57,74833"
700000,"1,14521114E7","1,52371239E7","68,54813"
800000,"1,321415055E7","1,745524175E7","78,52298"
900000,"1,49734991E7","1,98670528E7","90,18164"
1000000,"1,674689375E7","2,22016162E7","100,52216"
